molecule_id_a,molecule_id_b,severity,mechanism,provenance
MOL-00099,MOL-00689,Moderate,,ddinter_downloads_code_L.csv
MOL-00101,MOL-00689,Moderate,,ddinter_downloads_code_L.csv
MOL-00102,MOL-00689,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00104,MOL-00689,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00105,MOL-00689,Unknown,,ddinter_downloads_code_L.csv
MOL-00109,MOL-00689,Major,,ddinter_downloads_code_L.csv
MOL-00110,MOL-00689,Moderate,,ddinter_downloads_code_L.csv
MOL-00111,MOL-00689,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00690,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00696,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00697,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00705,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00708,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00709,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00714,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00721,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00722,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00725,Moderate,,ddinter_downloads_code_H.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00729,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00738,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00739,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00740,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00744,Minor,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00748,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00749,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00754,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-00755,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00761,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00766,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00770,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00773,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00776,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00784,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00790,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00792,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00802,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00804,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00809,Minor,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00811,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00817,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00820,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00821,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00824,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00825,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00828,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00829,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00830,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00833,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00837,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00851,Unknown,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-00855,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00856,Unknown,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00857,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00860,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00862,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00863,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00864,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00866,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00877,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00878,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00882,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00889,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00890,Unknown,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-00891,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00892,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00893,Unknown,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00689,MOL-00899,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-00900,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00901,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00902,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00904,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00906,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00908,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00909,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00914,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00919,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00921,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00923,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00689,MOL-00925,Unknown,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00689,MOL-00930,Unknown,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00689,MOL-00932,Unknown,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv
MOL-00689,MOL-00933,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00938,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00941,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00942,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00943,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00944,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00945,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00947,Unknown,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00950,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00956,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00958,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00962,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00964,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00972,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00980,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00982,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00983,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-00985,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-00986,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-01001,Major,,ddinter_downloads_code_L.csv|ddinter_downloads_code_P.csv
MOL-00689,MOL-01002,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01003,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01007,Unknown,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv
MOL-00689,MOL-01008,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01016,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01019,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01033,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01036,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-01039,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01043,Major,,ddinter_downloads_code_L.csv|ddinter_downloads_code_P.csv
MOL-00689,MOL-01046,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01047,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01050,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01054,Unknown,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-01055,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01058,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01059,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01060,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01063,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01065,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01069,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01071,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-01072,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01077,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01079,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01087,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01101,Minor,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01126,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01127,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01132,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01133,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01135,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01139,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01142,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00689,MOL-01147,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01151,Unknown,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01152,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01154,Moderate,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01156,Major,,ddinter_downloads_code_L.csv
MOL-00689,MOL-01157,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00077,MOL-00690,Unknown,,ddinter_downloads_code_A.csv
MOL-00505,MOL-00690,Unknown,,ddinter_downloads_code_A.csv
MOL-00085,MOL-00690,Minor,,ddinter_downloads_code_A.csv
MOL-00090,MOL-00690,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00091,MOL-00690,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00093,MOL-00690,Unknown,,ddinter_downloads_code_A.csv
MOL-00095,MOL-00690,Unknown,,ddinter_downloads_code_A.csv
MOL-00097,MOL-00690,Unknown,,ddinter_downloads_code_A.csv
MOL-00099,MOL-00690,Moderate,,ddinter_downloads_code_A.csv
MOL-00102,MOL-00690,Moderate,,ddinter_downloads_code_A.csv
MOL-00104,MOL-00690,Unknown,,ddinter_downloads_code_A.csv
MOL-00105,MOL-00690,Moderate,,ddinter_downloads_code_A.csv
MOL-00114,MOL-00690,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00705,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00708,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00722,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00738,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00746,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00764,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00765,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00767,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00768,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00770,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00690,MOL-00784,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00788,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00793,Minor,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_V.csv
MOL-00690,MOL-00796,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00800,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00804,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00809,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00820,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00824,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00825,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00830,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00833,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00837,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00843,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00690,MOL-00843,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00690,MOL-00843,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00851,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00690,MOL-00856,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00690,MOL-00864,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00690,MOL-00866,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00871,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00690,MOL-00876,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00690,MOL-00877,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00878,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00885,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00890,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00690,MOL-00891,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00892,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00893,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_V.csv
MOL-00690,MOL-00899,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00690,MOL-00904,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00906,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00919,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00921,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00933,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00938,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00941,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00943,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00944,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00947,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00690,MOL-00962,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00964,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00972,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00973,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-00982,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-00983,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01002,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01007,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00690,MOL-01033,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01036,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-00690,MOL-01037,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01039,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01043,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_P.csv
MOL-00690,MOL-01046,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-01047,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01054,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00690,MOL-01059,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-01069,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01072,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01077,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01090,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01091,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01092,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01093,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01094,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01094,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01096,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01126,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01127,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00690,MOL-01128,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00690,MOL-01130,Moderate,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01131,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_V.csv
MOL-00690,MOL-01139,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01144,Minor,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01145,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01147,Unknown,,ddinter_downloads_code_A.csv
MOL-00690,MOL-01149,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00690,MOL-01154,Unknown,,ddinter_downloads_code_A.csv
MOL-00095,MOL-00691,Moderate,,ddinter_downloads_code_R.csv
MOL-00099,MOL-00691,Moderate,,ddinter_downloads_code_R.csv
MOL-00101,MOL-00691,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00695,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00691,MOL-00697,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00705,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00732,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00691,MOL-00746,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00773,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00775,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00776,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00782,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00787,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00793,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv|ddinter_downloads_code_V.csv
MOL-00691,MOL-00794,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00799,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00800,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00821,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00829,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00837,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00850,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00858,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00862,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00878,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00882,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00885,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00892,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00906,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00921,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00933,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-00977,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00691,MOL-00998,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01002,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01035,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01039,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01047,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01048,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00691,MOL-01060,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv
MOL-00691,MOL-01063,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01069,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01124,Moderate,,ddinter_downloads_code_R.csv
MOL-00691,MOL-01134,Major,,ddinter_downloads_code_R.csv
MOL-00082,MOL-00695,Moderate,,ddinter_downloads_code_A.csv
MOL-00085,MOL-00695,Moderate,,ddinter_downloads_code_A.csv
MOL-00095,MOL-00695,Moderate,,ddinter_downloads_code_A.csv
MOL-00097,MOL-00695,Moderate,,ddinter_downloads_code_A.csv
MOL-00099,MOL-00695,Moderate,,ddinter_downloads_code_A.csv
MOL-00101,MOL-00695,Moderate,,ddinter_downloads_code_A.csv
MOL-00108,MOL-00695,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_V.csv
MOL-00695,MOL-00697,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00705,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00722,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00738,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00746,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00756,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00758,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00773,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00775,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00776,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00777,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00782,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00787,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00788,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00793,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_V.csv
MOL-00695,MOL-00794,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00799,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00800,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00811,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00821,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00829,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00830,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00835,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00837,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00858,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00862,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00878,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00882,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00885,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00892,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00901,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00904,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00906,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00908,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00695,MOL-00919,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00921,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00952,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00990,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00991,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00992,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00993,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-00998,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01002,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01032,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01033,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01035,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00695,MOL-01037,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01039,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01047,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01060,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00695,MOL-01063,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01069,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01072,Moderate,,ddinter_downloads_code_A.csv
MOL-00695,MOL-01114,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_V.csv
MOL-00695,MOL-01115,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_V.csv
MOL-00695,MOL-01126,Moderate,,ddinter_downloads_code_A.csv
