molecule_id_a,molecule_id_b,severity,mechanism,provenance
MOL-00156,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00159,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00189,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00205,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00207,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00220,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00221,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00229,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-00230,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00253,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00254,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00261,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00262,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00269,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00272,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00274,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00280,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00287,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv
MOL-00289,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00292,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00294,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00305,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00308,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00320,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00331,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00333,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00341,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00347,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00348,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00351,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00352,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00362,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00384,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00385,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00391,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00394,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00412,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_P.csv
MOL-00413,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00417,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00418,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00420,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00428,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00444,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00445,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00449,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00506,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00468,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00471,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00472,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00473,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00479,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00511,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00512,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00515,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-00523,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00527,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00529,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00539,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00549,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00551,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00553,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00559,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00568,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-00572,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00573,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00579,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00585,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00591,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-00594,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00603,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00616,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00617,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_V.csv
MOL-00619,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00622,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00631,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00632,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00635,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00638,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00647,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00662,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00666,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00667,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00674,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00675,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00685,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00686,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00689,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00698,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00703,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00705,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00722,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00736,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00738,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00742,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00744,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00749,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00753,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00754,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_R.csv
MOL-00769,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00773,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00777,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00783,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00784,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00785,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00786,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00786,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00788,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00793,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_V.csv
MOL-00796,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00798,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00804,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00806,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00811,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00814,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00818,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00820,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00825,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00830,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00831,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00833,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00834,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00836,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00837,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00851,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00856,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00864,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-00868,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-00878,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00879,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00882,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00886,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00891,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00892,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00893,MOL-01492,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_V.csv
MOL-00899,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-00900,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00901,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00904,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00906,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00908,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-00919,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00921,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-00940,MOL-01492,Minor,,ddinter_downloads_code_A.csv
MOL-00941,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00944,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00945,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00954,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00962,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00964,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00972,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00982,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-00985,MOL-01492,Major,,ddinter_downloads_code_A.csv
MOL-00991,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-00992,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01007,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-01016,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01033,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01036,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv
MOL-01037,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01039,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-01043,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_P.csv
MOL-01054,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01060,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01063,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01065,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01071,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01072,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01073,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01077,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01126,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01134,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01139,MOL-01492,Moderate,,ddinter_downloads_code_A.csv
MOL-01142,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01145,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-01147,MOL-01492,Unknown,,ddinter_downloads_code_A.csv
MOL-01154,MOL-01492,Minor,,ddinter_downloads_code_A.csv
MOL-01157,MOL-01492,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01495,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01500,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01510,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01512,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01515,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01519,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01521,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-01528,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01530,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01534,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01541,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01543,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01544,Major,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01546,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01547,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01551,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-01492,MOL-01556,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-01558,Major,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01560,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01568,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01569,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-01576,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01578,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01583,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01585,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01594,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-01597,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01598,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01600,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01606,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01607,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01610,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01620,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01621,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01628,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01646,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01647,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-01653,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-01661,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-01669,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01674,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_P.csv
MOL-01492,MOL-01679,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01686,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01689,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01696,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01697,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01705,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01708,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01710,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01711,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01713,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01722,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01724,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01731,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01735,Minor,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01750,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01765,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01766,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01769,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01773,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_R.csv|ddinter_downloads_code_V.csv
MOL-01492,MOL-01775,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-01776,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01783,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01788,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01790,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01792,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01793,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv|ddinter_downloads_code_V.csv
MOL-01492,MOL-01797,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01799,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01808,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01820,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01821,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01822,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01823,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01824,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_P.csv
MOL-01492,MOL-01827,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01833,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01835,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01836,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01839,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01842,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01856,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01857,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01863,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01870,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01883,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01884,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01886,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01887,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01893,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01899,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01902,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01903,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01909,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-01922,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01923,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01924,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv
MOL-01492,MOL-01926,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-01928,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01931,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01939,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01946,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01955,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01956,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_V.csv
MOL-01492,MOL-01959,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01961,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_V.csv
MOL-01492,MOL-01964,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01965,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01975,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-01978,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-01979,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02003,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02005,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-02006,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-02008,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02010,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02011,Major,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02015,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02017,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02025,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02030,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02031,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02032,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv|ddinter_downloads_code_D.csv
MOL-01492,MOL-02033,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02034,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02035,Minor,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02036,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02037,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02040,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02041,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02046,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02051,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02054,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02055,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02072,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02074,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02076,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02083,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02087,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-02089,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02093,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-02095,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02101,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-02106,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02111,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-02116,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02121,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02122,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_H.csv
MOL-01492,MOL-02127,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_B.csv
MOL-01492,MOL-02132,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02138,Unknown,,ddinter_downloads_code_A.csv|ddinter_downloads_code_R.csv
MOL-01492,MOL-02140,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02151,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02153,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_V.csv
MOL-01492,MOL-02156,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02158,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02160,Unknown,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02163,Moderate,,ddinter_downloads_code_A.csv
MOL-01492,MOL-02164,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv
MOL-01492,MOL-02169,Unknown,,ddinter_downloads_code_A.csv
