drugbank_id_a,drugbank_id_b,ddinter_id_a,ddinter_id_b,drug_a,drug_b,severity,mechanism,source_file,n_source_files,severity_conflict_across_files
,,DDInter1326,DDInter1863,Olanzapine,Triclabendazole,Moderate,,ddinter_downloads_code_P.csv,1,false
,,DDInter1326,DDInter1873,Olanzapine,Trimethobenzamide,Moderate,,ddinter_downloads_code_R.csv,1,false
,,DDInter1326,DDInter1878,Olanzapine,Tripelennamine,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_R.csv,2,false
,,DDInter1326,DDInter1879,Olanzapine,Triprolidine,Moderate,,ddinter_downloads_code_R.csv,1,false
,,DDInter1326,DDInter1880,Olanzapine,Triptorelin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1326,DDInter1881,Olanzapine,Troglitazone,Moderate,,ddinter_downloads_code_A.csv,1,false
,,DDInter1326,DDInter1886,Olanzapine,Trospium,Moderate,,ddinter_downloads_code_A.csv,1,false
,,DDInter1326,DDInter1899,Olanzapine,Umeclidinium,Moderate,,ddinter_downloads_code_R.csv,1,false
,,DDInter1326,DDInter1906,Olanzapine,Ursodeoxycholic acid,Unknown,,ddinter_downloads_code_A.csv,1,false
,,DDInter1326,DDInter1916,Olanzapine,Vancomycin,Unknown,,ddinter_downloads_code_A.csv,1,false
,,DDInter1326,DDInter1917,Olanzapine,Vandetanib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1326,DDInter1925,Olanzapine,Vemurafenib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1326,DDInter1934,Olanzapine,Vilanterol,Moderate,,ddinter_downloads_code_R.csv,1,false
,,DDInter1326,DDInter1937,Olanzapine,Vincristine,Unknown,,ddinter_downloads_code_L.csv,1,false
,,DDInter1326,DDInter1951,Olanzapine,Warfarin,Unknown,,ddinter_downloads_code_B.csv,1,false
,,DDInter1326,DDInter1955,Olanzapine,Zafirlukast,Unknown,,ddinter_downloads_code_R.csv,1,false
,,DDInter1327,DDInter3,Olaparib,Abametapir (topical),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter7,Olaparib,Abemaciclib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter9,Olaparib,Acalabrutinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter27,Olaparib,Adalimumab,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter33,Olaparib,Aflibercept,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter38,Olaparib,Aldesleukin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter40,Olaparib,Alefacept,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter41,Olaparib,Alemtuzumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter43,Olaparib,Alfentanil,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter52,Olaparib,Alosetron,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter53,Olaparib,Alpelisib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter57,Olaparib,Altretamine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter71,Olaparib,Aminoglutethimide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter76,Olaparib,Amiodarone,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter81,Olaparib,Amobarbital,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter90,Olaparib,Amprenavir,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter93,Olaparib,Anagrelide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter94,Olaparib,Anakinra,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter142,Olaparib,Avapritinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter146,Olaparib,Axicabtagene ciloleucel,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter148,Olaparib,Azacitidine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter150,Olaparib,Azathioprine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter160,Olaparib,Bacillus calmette-guerin substrain tice live antigen,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter165,Olaparib,Baricitinib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter171,Olaparib,Belantamab mafodotin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter174,Olaparib,Belinostat,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter178,Olaparib,Bendamustine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter193,Olaparib,Berotralstat,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter202,Olaparib,Bexarotene,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter205,Olaparib,Bictegravir,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter206,Olaparib,Bifidobacterium longum infantis,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter210,Olaparib,Binimetinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter219,Olaparib,Bleomycin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter220,Olaparib,Blinatumomab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter221,Olaparib,Boceprevir,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter222,Olaparib,Bortezomib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter223,Olaparib,Bosentan,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter224,Olaparib,Bosutinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter228,Olaparib,Brentuximab vedotin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter232,Olaparib,Brexucabtagene autoleucel,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter252,Olaparib,Bupropion,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter255,Olaparib,Busulfan,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter256,Olaparib,Butabarbital,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter257,Olaparib,Butalbital,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter259,Olaparib,Cabazitaxel,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter263,Olaparib,Caffeine,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv|ddinter_downloads_code_V.csv,3,false
,,DDInter1327,DDInter281,Olaparib,Canakinumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter282,Olaparib,Candida albicans,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter285,Olaparib,Capecitabine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter287,Olaparib,Capmatinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter293,Olaparib,Carbamazepine,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter298,Olaparib,Carboplatin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter299,Olaparib,Carfilzomib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter302,Olaparib,Carmustine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter338,Olaparib,Cenobamate,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter340,Olaparib,Ceritinib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter342,Olaparib,Certolizumab pegol,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter350,Olaparib,Chlorambucil,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter351,Olaparib,Chloramphenicol,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter380,Olaparib,Cimetidine,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter384,Olaparib,Ciprofloxacin,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter385,Olaparib,Cisapride,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter387,Olaparib,Cisplatin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter392,Olaparib,Cladribine,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter393,Olaparib,Clarithromycin,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter405,Olaparib,Clofarabine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter415,Olaparib,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter416,Olaparib,Clotrimazole,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv,3,false
,,DDInter1327,DDInter419,Olaparib,Clozapine,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter424,Olaparib,Cobicistat,Major,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv,2,false
,,DDInter1327,DDInter425,Olaparib,Cobimetinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter428,Olaparib,Coccidioides immitis spherule,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter431,Olaparib,Colchicine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter438,Olaparib,Conivaptan,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter441,Olaparib,Copanlisib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter448,Olaparib,Crizotinib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter454,Olaparib,Cyclobenzaprine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter456,Olaparib,Cyclophosphamide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter458,Olaparib,Cyclosporine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter460,Olaparib,Cytarabine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter462,Olaparib,Dabrafenib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter463,Olaparib,Dacarbazine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter466,Olaparib,Dactinomycin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter468,Olaparib,Dalfampridine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter469,Olaparib,Dalfopristin,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter472,Olaparib,Danazol,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter478,Olaparib,Daratumumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter482,Olaparib,Darunavir,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter484,Olaparib,Dasatinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter485,Olaparib,Daunorubicin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter486,Olaparib,Daunorubicin (liposomal),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter487,Olaparib,Decitabine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter488,Olaparib,Deferasirox,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv,2,false
,,DDInter1327,DDInter489,Olaparib,Deferiprone,Major,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv,2,false
,,DDInter1327,DDInter496,Olaparib,Delavirdine,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter499,Olaparib,Denileukin diftitox,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter500,Olaparib,Denosumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter513,Olaparib,Dexamethasone,Major,,ddinter_downloads_code_A.csv|ddinter_downloads_code_D.csv|ddinter_downloads_code_H.csv|ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv,5,false
,,DDInter1327,DDInter546,Olaparib,Dienogest,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter554,Olaparib,Digoxin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter557,Olaparib,Dihydroergotamine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter561,Olaparib,Diltiazem,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter564,Olaparib,Dimethyl fumarate,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter568,Olaparib,Dinutuximab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter574,Olaparib,Diroximel fumarate,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter578,Olaparib,Docetaxel,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter596,Olaparib,Doxorubicin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter597,Olaparib,Doxorubicin (liposomal),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter602,Olaparib,Dronedarone,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter604,Olaparib,Drospirenone,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter608,Olaparib,Duloxetine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter612,Olaparib,Duvelisib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter614,Olaparib,Echinacea,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter623,Olaparib,Efalizumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter624,Olaparib,Efavirenz,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter625,Olaparib,Elagolix,Moderate,,ddinter_downloads_code_H.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter630,Olaparib,Elotuzumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter632,Olaparib,Eluxadoline,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter642,Olaparib,Enfortumab vedotin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter648,Olaparib,Entrectinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter649,Olaparib,Enzalutamide,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter655,Olaparib,Epirubicin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter664,Olaparib,Ergometrine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter665,Olaparib,Ergotamine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter666,Olaparib,Eribulin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter670,Olaparib,Erythromycin,Major,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter674,Olaparib,Eslicarbazepine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter687,Olaparib,Etanercept,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter692,Olaparib,Ethinylestradiol,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter701,Olaparib,Etonogestrel,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter702,Olaparib,Etoposide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter703,Olaparib,Etravirine,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter704,Olaparib,Everolimus,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter714,Olaparib,Fedratinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter715,Olaparib,Felbamate,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter722,Olaparib,Fentanyl,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter735,Olaparib,Filgrastim,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter737,Olaparib,Fingolimod,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter742,Olaparib,Floxuridine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter743,Olaparib,Fluconazole,Major,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter745,Olaparib,Fludarabine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter757,Olaparib,Fluorouracil,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter765,Olaparib,Flutamide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter770,Olaparib,Fluvoxamine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter777,Olaparib,Fosamprenavir,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter778,Olaparib,Fosaprepitant,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter782,Olaparib,Fosnetupitant,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter783,Olaparib,Fosphenytoin,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter785,Olaparib,Fostamatinib,Moderate,,ddinter_downloads_code_B.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter788,Olaparib,Frovatriptan,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter806,Olaparib,Ganciclovir,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter811,Olaparib,Gemcitabine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter814,Olaparib,Gemtuzumab ozogamicin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter817,Olaparib,Gilteritinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter831,Olaparib,Glyburide,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter836,Olaparib,Goldenseal,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter837,Olaparib,Golimumab,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter841,Olaparib,Grazoprevir,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter842,Olaparib,Grepafloxacin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter843,Olaparib,Griseofulvin,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter847,Olaparib,Guanfacine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter854,Olaparib,Halothane,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter858,Olaparib,Hepatitis A Vaccine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter860,Olaparib,Hepatitis B Vaccine (Recombinant),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter867,Olaparib,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter875,Olaparib,Human papillomavirus type 11 L1 capsid protein antigen,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter894,Olaparib,Hydroxyurea,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter898,Olaparib,Ibritumomab tiuxetan,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv,2,false
,,DDInter1327,DDInter899,Olaparib,Ibrutinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter904,Olaparib,Idarubicin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter905,Olaparib,Idelalisib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter906,Olaparib,Ifosfamide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter909,Olaparib,Imatinib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter912,Olaparib,Imipramine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter917,Olaparib,Indinavir,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter923,Olaparib,Infliximab,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter924,Olaparib,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter925,Olaparib,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter927,Olaparib,Inotuzumab ozogamicin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter942,Olaparib,"Interferon alfa-2a, Recombinant",Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter943,Olaparib,Interferon alfa-2b,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter944,Olaparib,Interferon alfa-n1,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter946,Olaparib,Interferon alfacon-1,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter949,Olaparib,Interferon gamma-1b,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter952,Olaparib,Iobenguane (I-131),Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv,2,false
,,DDInter1327,DDInter973,Olaparib,Irinotecan,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter974,Olaparib,Irinotecan (liposomal),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter979,Olaparib,Isatuximab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter980,Olaparib,Isavuconazonium,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter986,Olaparib,Isoniazid,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter991,Olaparib,Isotretinoin,Moderate,,ddinter_downloads_code_D.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter995,Olaparib,Itraconazole,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter997,Olaparib,Ivacaftor,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv,2,false
,,DDInter1327,DDInter1328,Olaparib,Olaratumab,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1329,Olaparib,Oliceridine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1335,Olaparib,Omacetaxine mepesuccinate,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1342,Olaparib,Ondansetron,Moderate,,ddinter_downloads_code_A.csv|ddinter_downloads_code_L.csv,2,false
,,DDInter1327,DDInter1352,Olaparib,Osimertinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1355,Olaparib,Oxaliplatin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1360,Olaparib,Oxcarbazepine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1376,Olaparib,Ozanimod,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1377,Olaparib,Paclitaxel,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1378,Olaparib,Paclitaxel (protein-bound),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1380,Olaparib,Palifermin,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_V.csv,2,false
,,DDInter1327,DDInter1400,Olaparib,Pazopanib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1405,Olaparib,Pegfilgrastim,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1407,Olaparib,Peginterferon alfa-2a,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1408,Olaparib,Peginterferon alfa-2b,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1414,Olaparib,Pemetrexed,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1423,Olaparib,Pentobarbital,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1425,Olaparib,Pentostatin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1426,Olaparib,Pentoxifylline,Moderate,,ddinter_downloads_code_L.csv|ddinter_downloads_code_R.csv,2,false
,,DDInter1327,DDInter1435,Olaparib,Pexidartinib,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1436,Olaparib,Pfizer-BioNTech Covid-19 Vaccine,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1442,Olaparib,Phenobarbital,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1451,Olaparib,Phenylbutazone,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1460,Olaparib,Phenytoin,Major,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1470,Olaparib,Pimozide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1477,Olaparib,Pirfenidone,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1484,Olaparib,Plicamycin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1485,Olaparib,Polatuzumab vedotin,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1486,Olaparib,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1491,Olaparib,Pomalidomide,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1492,Olaparib,Ponatinib,Moderate,,ddinter_downloads_code_L.csv,1,false
,,DDInter1327,DDInter1494,Olaparib,Posaconazole,Major,,ddinter_downloads_code_L.csv,1,false
